Data (link pndb),Title,Description,Species,Gbif link
https://pndb.opendatasoft.com/explore/assets/2012-frequence-dobservation-des-differentes-especes-de-cetaces-autour-de-lile-de-la-reunion-en-2012-selon-une-grille-de-maille-2kmx2km/,2012 - Fréquence d'observation des différentes espèces de cétacés autour de l'île de La Réunion en 2012 selon une grille de maille 2kmx2km,"Lien vers les données
Cartographie des fréquences d'observation des différentes espèces de cétacés tel que Megaptera novaeangliae, Stenella attenuata, Stenella longirostris, Tursiops aduncus et Tursiops truncatus autour de l'île de La Réunion en 2012 selon une grille de maille 2kmx2km.","Megaptera novaeangliae, Stenella attenuata, Stenella longirostris, Tursiops aduncus, Tursiops truncatus","https://www.gbif.org/species/5220086, https://www.gbif.org/species/5220050, https://www.gbif.org/species/5220060, https://www.gbif.org/species/2440455, https://www.gbif.org/species/2440447"
https://pndb.opendatasoft.com/explore/assets/nids-de-craves-a-bec-rouge-sur-ouessant/,Nids de Craves à bec rouge sur Ouessant,"Lien vers les données
L'ensemble des sites de reproduction ont été inventorié chaque année entre 1995 et 2005. Kerbiriou C., Le Viol, I., Nisser, J., Audevard, A., Le Pennec, V. Biologie de la reproduction du Crave à bec rouge (Pyrrhocorax pyrrhocorax) en Bretagne (France) Alauda in press",Pyrrhocorax pyrrhocorax,https://www.gbif.org/species/2482552
https://pndb.opendatasoft.com/explore/assets/zones-dalimentation-des-couples-de-craves-a-bec-rouge-ouessant-2003/,"Zones d'alimentation des couples de craves à bec rouge, Ouessant (2003)","Lien vers les données
Pour quantifier l'importance de cette sélection de l'habitat, notamment lors de périodes cruciales comme le moment de la reproduction, il est nécessaire de pouvoir comparer les surfaces d'habitats disponibles pour chacun des couples et leurs fréquences d'utilisation. Ainsi à Ouessant entre 1998 et 2003, l'ensemble des couples nicheurs a été suivi tout au long du cycle de reproduction, exception faite de 2001 où seulement la moitié a pu être suivie convenablement, soit un total de 68 territoires suivis. Pour chaque année et chaque couple, nous avons ainsi pu modéliser les territoires alimentaires utilisés. En période de reproduction deux critères de sélection ont pu ainsi être identifiés: les habitats ras et la distance au nid. Plus les parcelles d'habitats favorables (pelouse et landes rases) sont éloignées du nid moins elles sont utilisées. Le succès reproducteur apparaît influencé par les superficies d'habitats ras à proximité du nid. Pour plus de détails sur la méthodologie et les résultats : Kerbiriou C., Le Viol, I., Nisser, J., Audevard, A., Le Pennec, V. Biologie de la reproduction du Crave à bec rouge (Pyrrhocorax pyrrhocorax) en Bretagne (France) Alauda in press Kerbiriou, C., Gourmelon, F., Jiguet F., Le Viol I., Bioret F., & Julliard R.,. 2006 Linking territory quality and reproductive success in the chough (Pyrrhocorax pyrrochorax): implications for conservation management of an endangered population. Ibis 148: 352-364",Pyrrhocorax pyrrhocorax,https://www.gbif.org/species/2482552
https://pndb.opendatasoft.com/explore/assets/abondance-doeufs-de-balai-hippoglossoides-platessoides-observee-lors-de-la-campagne-scientifique-ibts-sur-la-periode-2006-2010/,Abondance d’œufs de balai (Hippoglossoides platessoides) observée lors de la campagne scientifique IBTS sur la période 2006 – 2010,"Lien vers les données
L'abondance d’œufs de balai (Hippoglossoides platessoides) est exprimée en nombre d’œufs par m3. Les œufs ont été prélevés lors de la campagne IBTS (2006-2010) avec une pompe (CUFES) qui filtre les particules de plus de 500 microns. Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats (étude confiée par le Ministère chargé de l'écologie).",Hippoglossoides platessoides,https://www.gbif.org/species/2409104
https://pndb.opendatasoft.com/explore/assets/biomasse-annuelle-de-lespece-funiculina-quadrangularis-dans-le-golfe-du-lion-medits-2012-2019/,"Biomasse annuelle de l'espèce Funiculina quadrangularis dans le Golfe du Lion (MEDITS, 2012-2019)",La biomasse (poids/km²) a été calculée annuellement à partir des données de la campagne MEDITS entre 2012 et 2019. Les données ont été transformées par logarithme décimal log10 (x+1) puis une analyse variographique et un krigeage ordinaire ont été effectués pour interpoler les données dans le Golfe du Lion. Une carte de variance de krigeage a été calculée pour chaque espèce et chaque pas de temps.,Funiculina quadrangularis,https://www.gbif.org/species/2258652
https://pndb.opendatasoft.com/explore/assets/campagne-ciem-de-chalutage-en-mer-du-nord-datras-ns-ibts0/,Campagne CIEM de chalutage en Mer du Nord (DATRAS NS-IBTS),DATRAS - Campagne de chalutage en Mer du Nord,,
https://pndb.opendatasoft.com/explore/assets/capture-par-unite-deffort-moyenne-et-ecart-type-de-lespece-argentina-sphyraena-dans-le-golfe-du-lion-donnees-sih-2015-2019/,"Capture par unité d'effort moyenne et écart-type de l'espèce Argentina sphyraena dans le Golfe du Lion (Données SIH, 2015-2019)","Les données de débarquements géolocalisés de capture de pêche de la zone GSA 07, de 2015 à 2019, ont été obtenues auprès du Système d’Information Halieutique (SIH) d’Ifremer avec l’autorisation de la Direction des pêches maritimes et de l’aquaculture (DPMA) du Ministère de l’Agriculture et de la Pêche. La capture par unité d'effort (CPUE) correspond la quantité débarquée de l’espèce en kilogrammes divisée par le temps passé à pêcher l’espèce en heure. La CPUE (kg/tps) a été calculée annuellement entre 2015-2019 puis la moyenne et l'écart-type ont été calculés sur cette période par espèce.",Argentina sphyraena,https://www.gbif.org/species/5214448
https://pndb.opendatasoft.com/explore/assets/capture-par-unite-deffort-moyenne-et-ecart-type-de-lespece-lepidotrigla-cavillone-dans-le-golfe-du-lion-donnees-sih-2015-2019/,"Capture par unité d'effort moyenne et écart-type de l'espèce Lepidotrigla cavillone dans le Golfe du Lion (Données SIH, 2015-2019)","Les données de débarquements géolocalisés de capture de pêche de la zone GSA 07, de 2015 à 2019, ont été obtenues auprès du Système d’Information Halieutique (SIH) d’Ifremer avec l’autorisation de la Direction des pêches maritimes et de l’aquaculture (DPMA) du Ministère de l’Agriculture et de la Pêche. La capture par unité d'effort (CPUE) correspond la quantité débarquée de l’espèce en kilogrammes divisée par le temps passé à pêcher l’espèce en heure. La CPUE (kg/tps) a été calculée annuellement entre 2015-2019 puis la moyenne et l'écart-type ont été calculés sur cette période par espèce.",Lepidotrigla cavillone,https://www.gbif.org/species/2336734
https://pndb.opendatasoft.com/explore/assets/cartographie-de-la-repartition-de-la-crepidule-crepidula-fornicata-des-abords-de-saint-malo-a-la-baie-du-mont-saint-michel-etat-1993-1996/,Cartographie de la répartition de la crépidule (Crepidula formicata) des abords de Saint-Malo à la baie du Mont Saint-Michel (État 1993-1996).,Carte de répartition de la Crépidule de la pointe de la Varde au récif d'Hermelles en baie du Mont Saint-Michel sous forme de polygones.,Crepidula fornicata,https://www.gbif.org/species/5192789
https://pndb.opendatasoft.com/explore/assets/campagnes-dechantillonnage-de-lombre-commun-thymallus-thymallus-2014-2016/,Campagnes d'échantillonnage de l'ombre commun (Thymallus Thymallus) (2014-2016),"- Description : 3 Campagnes de pêche électrique - Contexte : Données produite dans le cadre du programme de recherche intégré ""Rivière d'Ain"" : Dynamique, fonctionnement et biodiversité des communautés aquatiques face aux pressions anthropiques sur la vallée de l'Ain. Convention CNRS ref. 109651. Partenariat Agence de l'eau RMC-EDF. - But : Evaluer la structure en classes de taille et la croissance des ombres à trois périodes critiques de l'année (pré-estivale, post-estivale, hivernale) - Rivière d'Ain et affluent la Saine - Période : août 2014 à avril 2016",Thymallus thymallus,https://www.gbif.org/species/5203999
https://pndb.opendatasoft.com/explore/assets/biomasse-moyenne-et-ecart-type-de-lespece-pennatula-rubra-dans-le-golfe-du-lion-medits-2015-2019-cartographie-sans-interpolation/,"Biomasse moyenne et écart-type de l'espèce pennatula rubra dans le Golfe du Lion (MEDITS, 2015-2019) - Cartographie sans interpolation",La biomasse (poids/km²) a été calculée annuellement à partir des données de la campagne MEDITS entre 2015 et 2019 puis la moyenne et l'écart-type ont été calculés par station sur cette période.,Pennatula rubra,https://www.gbif.org/species/2258707
